Search_method Problem Max_evals Run Score
uniform_crossover knapPI_16_20_1000_4 10000 16 2233N
uniform_crossover knapPI_16_20_1000_4 10000 17 2527N
uniform_crossover knapPI_16_20_1000_4 10000 18 2503N
uniform_crossover knapPI_16_20_1000_4 10000 19 2675N
uniform_crossover knapPI_16_20_1000_4 10000 20 2531N
uniform_crossover knapPI_16_20_1000_4 10000 21 1867N
uniform_crossover knapPI_16_20_1000_4 10000 22 2298N
uniform_crossover knapPI_16_20_1000_4 10000 23 2505N
uniform_crossover knapPI_16_20_1000_4 10000 24 2731N
uniform_crossover knapPI_11_200_1000_4 10000 0 -40535N
uniform_crossover knapPI_11_200_1000_4 10000 1 -38609N
uniform_crossover knapPI_11_200_1000_4 10000 2 -40067N
uniform_crossover knapPI_11_200_1000_4 10000 3 -39245N
uniform_crossover knapPI_11_200_1000_4 10000 4 -39832N
uniform_crossover knapPI_11_200_1000_4 10000 5 -39789N
uniform_crossover knapPI_11_200_1000_4 10000 6 -36794N
uniform_crossover knapPI_11_200_1000_4 10000 7 -40201N
uniform_crossover knapPI_11_200_1000_4 10000 8 -37644N
uniform_crossover knapPI_11_200_1000_4 10000 9 -39366N
uniform_crossover knapPI_11_200_1000_4 10000 10 -38867N
uniform_crossover knapPI_11_200_1000_4 10000 11 -38711N
uniform_crossover knapPI_11_200_1000_4 10000 12 -40623N
uniform_crossover knapPI_11_200_1000_4 10000 13 -40394N
uniform_crossover knapPI_11_200_1000_4 10000 14 -39564N
uniform_crossover knapPI_11_200_1000_4 10000 15 -38181N
uniform_crossover knapPI_11_200_1000_4 10000 16 -37973N
uniform_crossover knapPI_11_200_1000_4 10000 17 -39197N
uniform_crossover knapPI_11_200_1000_4 10000 18 -39355N
uniform_crossover knapPI_11_200_1000_4 10000 19 -39838N
uniform_crossover knapPI_11_200_1000_4 10000 20 -34919N
uniform_crossover knapPI_11_200_1000_4 10000 21 -39847N
uniform_crossover knapPI_11_200_1000_4 10000 22 -40603N
uniform_crossover knapPI_11_200_1000_4 10000 23 -38948N
uniform_crossover knapPI_11_200_1000_4 10000 24 -39716N
uniform_crossover knapPI_13_200_1000_4 10000 0 -23751N
uniform_crossover knapPI_13_200_1000_4 10000 1 -22263N
uniform_crossover knapPI_13_200_1000_4 10000 2 -24579N
uniform_crossover knapPI_13_200_1000_4 10000 3 -24267N
uniform_crossover knapPI_13_200_1000_4 10000 4 -23397N
uniform_crossover knapPI_13_200_1000_4 10000 5 -22449N
uniform_crossover knapPI_13_200_1000_4 10000 6 -22404N
uniform_crossover knapPI_13_200_1000_4 10000 7 -22623N
uniform_crossover knapPI_13_200_1000_4 10000 8 -25005N
uniform_crossover knapPI_13_200_1000_4 10000 9 -25170N
uniform_crossover knapPI_13_200_1000_4 10000 10 -24627N
uniform_crossover knapPI_13_200_1000_4 10000 11 -22602N
uniform_crossover knapPI_13_200_1000_4 10000 12 -22890N
uniform_crossover knapPI_13_200_1000_4 10000 13 -24300N
uniform_crossover knapPI_13_200_1000_4 10000 14 -24120N
uniform_crossover knapPI_13_200_1000_4 10000 15 -23712N
uniform_crossover knapPI_13_200_1000_4 10000 16 -23766N
uniform_crossover knapPI_13_200_1000_4 10000 17 -25053N
uniform_crossover knapPI_13_200_1000_4 10000 18 -23382N
uniform_crossover knapPI_13_200_1000_4 10000 19 -24015N
uniform_crossover knapPI_13_200_1000_4 10000 20 -24714N
uniform_crossover knapPI_13_200_1000_4 10000 21 -24801N
uniform_crossover knapPI_13_200_1000_4 10000 22 -23928N
uniform_crossover knapPI_13_200_1000_4 10000 23 -23529N
uniform_crossover knapPI_13_200_1000_4 10000 24 -23901N
uniform_crossover knapPI_16_200_1000_4 10000 0 -36676N
uniform_crossover knapPI_16_200_1000_4 10000 1 -36035N
uniform_crossover knapPI_16_200_1000_4 10000 2 -35285N
uniform_crossover knapPI_16_200_1000_4 10000 3 -37594N
uniform_crossover knapPI_16_200_1000_4 10000 4 -35174N
uniform_crossover knapPI_16_200_1000_4 10000 5 -37417N
uniform_crossover knapPI_16_200_1000_4 10000 6 -35785N
uniform_crossover knapPI_16_200_1000_4 10000 7 -33679N
uniform_crossover knapPI_16_200_1000_4 10000 8 -37837N
uniform_crossover knapPI_16_200_1000_4 10000 9 -36804N
uniform_crossover knapPI_16_200_1000_4 10000 10 -36637N
uniform_crossover knapPI_16_200_1000_4 10000 11 -35495N
uniform_crossover knapPI_16_200_1000_4 10000 12 -36103N
uniform_crossover knapPI_16_200_1000_4 10000 13 -35464N
uniform_crossover knapPI_16_200_1000_4 10000 14 -37500N
uniform_crossover knapPI_16_200_1000_4 10000 15 -35705N
uniform_crossover knapPI_16_200_1000_4 10000 16 -36841N
uniform_crossover knapPI_16_200_1000_4 10000 17 -32724N
uniform_crossover knapPI_16_200_1000_4 10000 18 -36377N
uniform_crossover knapPI_16_200_1000_4 10000 19 -36247N
uniform_crossover knapPI_16_200_1000_4 10000 20 -35676N
uniform_crossover knapPI_16_200_1000_4 10000 21 -37876N
uniform_crossover knapPI_16_200_1000_4 10000 22 -36401N
uniform_crossover knapPI_16_200_1000_4 10000 23 -38490N
uniform_crossover knapPI_16_200_1000_4 10000 24 -36419N
uniform_crossover knapPI_16_1000_1000_4 10000 0 -214558N
uniform_crossover knapPI_16_1000_1000_4 10000 1 -216333N
uniform_crossover knapPI_16_1000_1000_4 10000 2 -215383N
uniform_crossover knapPI_16_1000_1000_4 10000 3 -219370N
uniform_crossover knapPI_16_1000_1000_4 10000 4 -215206N
uniform_crossover knapPI_16_1000_1000_4 10000 5 -217094N
uniform_crossover knapPI_16_1000_1000_4 10000 6 -217667N
uniform_crossover knapPI_16_1000_1000_4 10000 7 -216148N
uniform_crossover knapPI_16_1000_1000_4 10000 8 -211755N
uniform_crossover knapPI_16_1000_1000_4 10000 9 -211801N
uniform_crossover knapPI_16_1000_1000_4 10000 10 -212519N
uniform_crossover knapPI_16_1000_1000_4 10000 11 -215406N
uniform_crossover knapPI_16_1000_1000_4 10000 12 -215233N
uniform_crossover knapPI_16_1000_1000_4 10000 13 -216733N
uniform_crossover knapPI_16_1000_1000_4 10000 14 -218285N
uniform_crossover knapPI_16_1000_1000_4 10000 15 -211921N
uniform_crossover knapPI_16_1000_1000_4 10000 16 -215085N
uniform_crossover knapPI_16_1000_1000_4 10000 17 -216531N
uniform_crossover knapPI_16_1000_1000_4 10000 18 -217100N
uniform_crossover knapPI_16_1000_1000_4 10000 19 -213050N
uniform_crossover knapPI_16_1000_1000_4 10000 20 -216540N
uniform_crossover knapPI_16_1000_1000_4 10000 21 -217897N
uniform_crossover knapPI_16_1000_1000_4 10000 22 -210317N
uniform_crossover knapPI_16_1000_1000_4 10000 23 -214903N
uniform_crossover knapPI_16_1000_1000_4 10000 24 -211543N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 0 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 1 1360N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 2 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 3 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 4 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 5 1360N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 6 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 7 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 8 1340N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 9 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 10 1280N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 11 1360N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 12 1320N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 13 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 14 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 15 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 16 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 17 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 18 1440N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 19 1400N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 20 1340N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 21 1360N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 22 1360N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 23 1340N
uniform_crossover_tweak knapPI_11_20_1000_4 10000 24 1400N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 0 889N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 1 881N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 2 800N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 3 800N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 4 880N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 5 889N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 6 890N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 7 890N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 8 836N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 9 863N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 10 880N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 11 720N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 12 907N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 13 827N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 14 765N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 15 890N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 16 676N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 17 880N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 18 889N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 19 880N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 20 890N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 21 -696N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 22 880N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 23 845N
uniform_crossover_tweak knapPI_13_20_1000_4 10000 24 880N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 0 2509N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 1 2395N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 2 2238N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 3 2390N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 4 2532N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 5 2525N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 6 2387N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 7 2220N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 8 2510N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 9 2431N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 10 2724N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 11 1892N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 12 2671N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 13 2886N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 14 2190N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 15 2575N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 16 2464N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 17 2159N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 18 2582N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 19 2498N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 20 2293N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 21 2471N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 22 2249N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 23 2724N
uniform_crossover_tweak knapPI_16_20_1000_4 10000 24 2172N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 0 -36994N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 1 -38296N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 2 -34706N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 3 -38998N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 4 -39477N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 5 -39794N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 6 -38886N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 7 -38095N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 8 -37816N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 9 -38397N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 10 -34574N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 11 -41232N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 12 -36656N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 13 -36910N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 14 -38459N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 15 -40870N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 16 -38614N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 17 -39149N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 18 -38811N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 19 -37917N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 20 -37073N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 21 -39213N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 22 -39098N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 23 -39229N
uniform_crossover_tweak knapPI_11_200_1000_4 10000 24 -34415N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 0 -23469N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 1 -22908N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 2 -24705N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 3 -22896N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 4 -22128N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 5 -22383N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 6 -23820N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 7 -23475N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 8 -24147N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 9 -24786N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 10 -24321N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 11 -23478N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 12 -24798N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 13 -23298N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 14 -24807N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 15 -23784N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 16 -23115N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 17 -25122N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 18 -23496N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 19 -24768N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 20 -23034N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 21 -24216N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 22 -23787N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 23 -23670N
uniform_crossover_tweak knapPI_13_200_1000_4 10000 24 -24282N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 0 -37083N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 1 -36183N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 2 -36791N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 3 -36717N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 4 -36881N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 5 -36833N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 6 -36165N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 7 -35770N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 8 -36834N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 9 -37013N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 10 -35610N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 11 -36312N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 12 -37919N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 13 -36754N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 14 -35858N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 15 -34253N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 16 -37092N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 17 -36817N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 18 -35115N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 19 -29158N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 20 -35821N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 21 -36489N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 22 -37153N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 23 -35082N
uniform_crossover_tweak knapPI_16_200_1000_4 10000 24 -36022N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 0 -208454N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 1 -219560N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 2 -217914N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 3 -217757N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 4 -206260N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 5 -215330N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 6 -212370N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 7 -216506N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 8 -214971N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 9 -218541N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 10 -212332N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 11 -213786N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 12 -219373N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 13 -214634N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 14 -214811N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 15 -218533N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 16 -216544N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 17 -217069N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 18 -216289N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 19 -212372N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 20 -214857N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 21 -211340N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 22 -217581N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 23 -216672N
uniform_crossover_tweak knapPI_16_1000_1000_4 10000 24 -213860N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 0 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 1 1360N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 2 1360N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 3 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 4 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 5 1340N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 6 1320N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 7 1360N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 8 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 9 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 10 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 11 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 12 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 13 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 14 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 15 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 16 1440N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 17 1360N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 18 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 19 1280N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 20 1280N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 21 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 22 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 23 1400N
two_point_uniform_crossover knapPI_11_20_1000_4 10000 24 1360N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 0 889N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 1 863N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 2 907N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 3 889N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 4 881N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 5 881N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 6 880N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 7 889N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 8 907N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 9 890N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 10 783N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 11 872N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 12 890N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 13 907N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 14 845N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 15 889N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 16 863N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 17 889N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 18 889N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 19 845N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 20 880N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 21 889N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 22 907N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 23 889N
two_point_uniform_crossover knapPI_13_20_1000_4 10000 24 880N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 0 2044N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 1 2731N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 2 2532N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 3 2893N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 4 2455N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 5 2538N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 6 2682N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 7 2395N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 8 2402N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 9 2724N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 10 2267N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 11 2460N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 12 2460N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 13 2542N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 14 2557N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 15 2575N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 16 2099N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 17 2539N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 18 2453N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 19 2376N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 20 2489N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 21 2460N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 22 2575N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 23 2671N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 24 2263N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 0 -34632N
