Search_method Problem Max_evals Run Score
two_point_uniform_crossover knapPI_16_20_1000_4 10000 23 2513N
two_point_uniform_crossover knapPI_16_20_1000_4 10000 24 2724N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 0 -37644N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 1 -36803N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 2 -38593N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 3 -37049N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 4 -39340N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 5 -37339N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 6 -38676N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 7 -39429N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 8 -39620N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 9 -35345N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 10 -39021N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 11 -37483N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 12 -40078N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 13 -35427N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 14 -37881N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 15 -36722N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 16 -38186N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 17 -37557N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 18 -39225N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 19 -37016N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 20 -40122N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 21 -38471N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 22 -36104N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 23 -38513N
two_point_uniform_crossover knapPI_11_200_1000_4 10000 24 -35054N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 0 -23757N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 1 -23100N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 2 -24381N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 3 -23148N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 4 -23853N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 5 -24258N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 6 -22941N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 7 -22587N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 8 -22401N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 9 -21735N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 10 -23163N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 11 -23904N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 12 -23796N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 13 -23367N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 14 -23658N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 15 -22503N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 16 -22848N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 17 -23883N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 18 -23232N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 19 -22719N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 20 -24534N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 21 -20319N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 22 -22581N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 23 -24606N
two_point_uniform_crossover knapPI_13_200_1000_4 10000 24 -23379N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 0 -35383N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 1 -35417N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 2 -36728N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 3 -37125N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 4 -37305N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 5 -33917N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 6 -36507N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 7 -34300N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 8 -35268N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 9 -35023N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 10 -36768N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 11 -36037N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 12 -34911N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 13 -35836N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 14 -36301N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 15 -37010N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 16 -34928N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 17 -34818N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 18 -36734N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 19 -34736N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 20 -35485N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 21 -35839N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 22 -37120N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 23 -35564N
two_point_uniform_crossover knapPI_16_200_1000_4 10000 24 -34675N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 0 -215157N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 1 -212444N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 2 -211146N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 3 -217521N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 4 -211576N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 5 -218702N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 6 -211837N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 7 -215656N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 8 -216877N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 9 -218291N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 10 -214817N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 11 -208847N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 12 -209878N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 13 -213877N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 14 -214620N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 15 -211557N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 16 -218446N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 17 -216037N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 18 -215599N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 19 -215417N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 20 -213445N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 21 -212797N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 22 -212310N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 23 -212821N
two_point_uniform_crossover knapPI_16_1000_1000_4 10000 24 -215257N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 0 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 1 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 2 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 3 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 4 1440N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 5 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 6 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 7 1360N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 8 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 9 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 10 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 11 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 12 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 13 1360N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 14 1440N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 15 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 16 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 17 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 18 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 19 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 20 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 21 1440N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 22 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 23 1400N
two_point_uniform_crossover_tweak knapPI_11_20_1000_4 10000 24 1440N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 0 880N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 1 907N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 2 907N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 3 880N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 4 881N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 5 890N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 6 889N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 7 907N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 8 907N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 9 907N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 10 890N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 11 907N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 12 880N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 13 907N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 14 890N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 15 880N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 16 907N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 17 889N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 18 889N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 19 880N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 20 872N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 21 907N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 22 907N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 23 889N
two_point_uniform_crossover_tweak knapPI_13_20_1000_4 10000 24 907N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 0 2682N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 1 2597N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 2 2542N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 3 2597N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 4 2520N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 5 2502N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 6 2485N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 7 2724N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 8 2633N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 9 2702N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 10 2503N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 11 2682N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 12 2549N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 13 2682N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 14 2509N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 15 2575N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 16 2675N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 17 2395N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 18 2435N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 19 2471N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 20 2532N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 21 2893N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 22 2731N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 23 2471N
two_point_uniform_crossover_tweak knapPI_16_20_1000_4 10000 24 2542N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 0 -35610N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 1 -37618N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 2 -39584N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 3 -38379N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 4 -39018N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 5 -40031N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 6 -38162N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 7 -37699N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 8 -38251N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 9 -37918N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 10 -39414N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 11 -36571N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 12 -37140N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 13 -36789N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 14 -38018N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 15 -38033N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 16 -37848N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 17 -34997N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 18 -38610N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 19 -38525N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 20 -37902N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 21 -36169N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 22 -35948N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 23 -39442N
two_point_uniform_crossover_tweak knapPI_11_200_1000_4 10000 24 -36529N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 0 -23937N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 1 -24366N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 2 -24429N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 3 -23100N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 4 -23412N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 5 -23172N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 6 -23229N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 7 -23412N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 8 -22611N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 9 -23019N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 10 -23352N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 11 -23901N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 12 -23448N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 13 -23193N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 14 -24003N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 15 -23835N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 16 -24033N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 17 -23613N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 18 -22680N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 19 -23526N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 20 -22206N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 21 -22473N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 22 -24015N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 23 -21351N
two_point_uniform_crossover_tweak knapPI_13_200_1000_4 10000 24 -23691N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 0 -35232N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 1 -35788N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 2 -35594N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 3 -36534N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 4 -37323N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 5 -36244N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 6 -32111N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 7 -35677N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 8 -35901N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 9 -31330N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 10 -36421N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 11 -35751N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 12 -34310N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 13 -37729N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 14 -35490N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 15 -35941N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 16 -36898N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 17 -37050N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 18 -35673N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 19 -34746N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 20 -35793N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 21 -36961N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 22 -35074N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 23 -37578N
two_point_uniform_crossover_tweak knapPI_16_200_1000_4 10000 24 -36929N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 0 -210767N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 1 -215236N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 2 -214189N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 3 -213838N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 4 -208615N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 5 -212460N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 6 -203896N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 7 -209484N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 8 -212763N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 9 -211729N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 10 -213157N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 11 -215689N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 12 -215766N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 13 -206428N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 14 -215997N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 15 -214423N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 16 -209972N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 17 -213950N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 18 -206243N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 19 -211730N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 20 -213249N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 21 -210174N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 22 -214940N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 23 -210302N
two_point_uniform_crossover_tweak knapPI_16_1000_1000_4 10000 24 -214892N
basic_mutation knapPI_11_20_1000_4 10000 0 1400N
basic_mutation knapPI_11_20_1000_4 10000 1 1400N
basic_mutation knapPI_11_20_1000_4 10000 2 1400N
basic_mutation knapPI_11_20_1000_4 10000 3 1240N
basic_mutation knapPI_11_20_1000_4 10000 4 1400N
basic_mutation knapPI_11_20_1000_4 10000 5 1400N
basic_mutation knapPI_11_20_1000_4 10000 6 1440N
basic_mutation knapPI_11_20_1000_4 10000 7 1400N
basic_mutation knapPI_11_20_1000_4 10000 8 1400N
basic_mutation knapPI_11_20_1000_4 10000 9 1280N
basic_mutation knapPI_11_20_1000_4 10000 10 1400N
basic_mutation knapPI_11_20_1000_4 10000 11 1300N
basic_mutation knapPI_11_20_1000_4 10000 12 1320N
basic_mutation knapPI_11_20_1000_4 10000 13 1320N
basic_mutation knapPI_11_20_1000_4 10000 14 1400N
basic_mutation knapPI_11_20_1000_4 10000 15 1300N
basic_mutation knapPI_11_20_1000_4 10000 16 1400N
basic_mutation knapPI_11_20_1000_4 10000 17 1400N
basic_mutation knapPI_11_20_1000_4 10000 18 1400N
basic_mutation knapPI_11_20_1000_4 10000 19 1400N
basic_mutation knapPI_11_20_1000_4 10000 20 1360N
basic_mutation knapPI_11_20_1000_4 10000 21 1400N
basic_mutation knapPI_11_20_1000_4 10000 22 1400N
basic_mutation knapPI_11_20_1000_4 10000 23 1400N
basic_mutation knapPI_11_20_1000_4 10000 24 1400N
basic_mutation knapPI_13_20_1000_4 10000 0 809N
basic_mutation knapPI_13_20_1000_4 10000 1 889N
basic_mutation knapPI_13_20_1000_4 10000 2 863N
basic_mutation knapPI_13_20_1000_4 10000 3 649N
basic_mutation knapPI_13_20_1000_4 10000 4 889N
basic_mutation knapPI_13_20_1000_4 10000 5 907N
basic_mutation knapPI_13_20_1000_4 10000 6 907N
basic_mutation knapPI_13_20_1000_4 10000 7 792N
basic_mutation knapPI_13_20_1000_4 10000 8 809N
basic_mutation knapPI_13_20_1000_4 10000 9 907N
basic_mutation knapPI_13_20_1000_4 10000 10 800N
basic_mutation knapPI_13_20_1000_4 10000 11 881N
basic_mutation knapPI_13_20_1000_4 10000 12 880N
basic_mutation knapPI_13_20_1000_4 10000 13 889N
basic_mutation knapPI_13_20_1000_4 10000 14 889N
basic_mutation knapPI_13_20_1000_4 10000 15 854N
basic_mutation knapPI_13_20_1000_4 10000 16 881N
basic_mutation knapPI_13_20_1000_4 10000 17 881N
basic_mutation knapPI_13_20_1000_4 10000 18 907N
basic_mutation knapPI_13_20_1000_4 10000 19 827N
basic_mutation knapPI_13_20_1000_4 10000 20 880N
basic_mutation knapPI_13_20_1000_4 10000 21 880N
basic_mutation knapPI_13_20_1000_4 10000 22 907N
basic_mutation knapPI_13_20_1000_4 10000 23 783N
basic_mutation knapPI_13_20_1000_4 10000 24 809N
basic_mutation knapPI_16_20_1000_4 10000 0 2510N
basic_mutation knapPI_16_20_1000_4 10000 1 2105N
basic_mutation knapPI_16_20_1000_4 10000 2 2361N
basic_mutation knapPI_16_20_1000_4 10000 3 2366N
basic_mutation knapPI_16_20_1000_4 10000 4 2864N
basic_mutation knapPI_16_20_1000_4 10000 5 2575N
basic_mutation knapPI_16_20_1000_4 10000 6 2531N
basic_mutation knapPI_16_20_1000_4 10000 7 2251N
basic_mutation knapPI_16_20_1000_4 10000 8 2532N
basic_mutation knapPI_16_20_1000_4 10000 9 2886N
basic_mutation knapPI_16_20_1000_4 10000 10 2303N
basic_mutation knapPI_16_20_1000_4 10000 11 2101N
basic_mutation knapPI_16_20_1000_4 10000 12 -1004N
basic_mutation knapPI_16_20_1000_4 10000 13 2298N
basic_mutation knapPI_16_20_1000_4 10000 14 2893N
basic_mutation knapPI_16_20_1000_4 10000 15 2557N
basic_mutation knapPI_16_20_1000_4 10000 16 2731N
basic_mutation knapPI_16_20_1000_4 10000 17 2864N
basic_mutation knapPI_16_20_1000_4 10000 18 2199N
basic_mutation knapPI_16_20_1000_4 10000 19 2489N
basic_mutation knapPI_16_20_1000_4 10000 20 2527N
basic_mutation knapPI_16_20_1000_4 10000 21 2453N
basic_mutation knapPI_16_20_1000_4 10000 22 2278N
basic_mutation knapPI_16_20_1000_4 10000 23 2471N
basic_mutation knapPI_16_20_1000_4 10000 24 2001N
basic_mutation knapPI_11_200_1000_4 10000 0 -37834N
basic_mutation knapPI_11_200_1000_4 10000 1 -39363N
basic_mutation knapPI_11_200_1000_4 10000 2 -39829N
basic_mutation knapPI_11_200_1000_4 10000 3 -38334N
basic_mutation knapPI_11_200_1000_4 10000 4 -37023N
basic_mutation knapPI_11_200_1000_4 10000 5 -39025N
basic_mutation knapPI_11_200_1000_4 10000 6 -40607N
basic_mutation knapPI_11_200_1000_4 10000 7 -39625N
basic_mutation knapPI_11_200_1000_4 10000 8 -39915N
basic_mutation knapPI_11_200_1000_4 10000 9 -41588N
basic_mutation knapPI_11_200_1000_4 10000 10 -39516N
basic_mutation knapPI_11_200_1000_4 10000 11 -40394N
basic_mutation knapPI_11_200_1000_4 10000 12 -38325N
basic_mutation knapPI_11_200_1000_4 10000 13 -40267N
basic_mutation knapPI_11_200_1000_4 10000 14 -40067N
basic_mutation knapPI_11_200_1000_4 10000 15 -40121N
basic_mutation knapPI_11_200_1000_4 10000 16 -39081N
basic_mutation knapPI_11_200_1000_4 10000 17 -38601N
basic_mutation knapPI_11_200_1000_4 10000 18 -40528N
basic_mutation knapPI_11_200_1000_4 10000 19 -38313N
basic_mutation knapPI_11_200_1000_4 10000 20 -39414N
basic_mutation knapPI_11_200_1000_4 10000 21 -41171N
basic_mutation knapPI_11_200_1000_4 10000 22 -40336N
basic_mutation knapPI_11_200_1000_4 10000 23 -39652N
basic_mutation knapPI_11_200_1000_4 10000 24 -38607N
basic_mutation knapPI_13_200_1000_4 10000 0 -24915N
basic_mutation knapPI_13_200_1000_4 10000 1 -24744N
basic_mutation knapPI_13_200_1000_4 10000 2 -23982N
basic_mutation knapPI_13_200_1000_4 10000 3 -24663N
basic_mutation knapPI_13_200_1000_4 10000 4 -24456N
basic_mutation knapPI_13_200_1000_4 10000 5 -22842N
basic_mutation knapPI_13_200_1000_4 10000 6 -23721N
basic_mutation knapPI_13_200_1000_4 10000 7 -24723N
basic_mutation knapPI_13_200_1000_4 10000 8 -24468N
basic_mutation knapPI_13_200_1000_4 10000 9 -22878N
basic_mutation knapPI_13_200_1000_4 10000 10 -25149N
basic_mutation knapPI_13_200_1000_4 10000 11 -23508N
basic_mutation knapPI_13_200_1000_4 10000 12 -25020N
basic_mutation knapPI_13_200_1000_4 10000 13 -24063N
basic_mutation knapPI_13_200_1000_4 10000 14 -24708N
basic_mutation knapPI_13_200_1000_4 10000 15 -24174N
basic_mutation knapPI_13_200_1000_4 10000 16 -24291N
basic_mutation knapPI_13_200_1000_4 10000 17 -24690N
basic_mutation knapPI_13_200_1000_4 10000 18 -25701N
basic_mutation knapPI_13_200_1000_4 10000 19 -24921N
basic_mutation knapPI_13_200_1000_4 10000 20 -24375N
basic_mutation knapPI_13_200_1000_4 10000 21 -22947N
basic_mutation knapPI_13_200_1000_4 10000 22 -23916N
basic_mutation knapPI_13_200_1000_4 10000 23 -24531N
